latitude,longitude,acq_date,satellite,confidence,frp,daynight,sensor,provinsi,frp_band,acq_datetime
-2.40274,115.37598,2026-08-22,N,low,2.92,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.4022,115.37953,2026-08-22,N,low,2.92,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.27644,116.20141,2026-08-22,N,nominal,4.59,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.27009,116.24292,2026-08-22,N,nominal,6.52,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.26956,116.24639,2026-08-22,N,nominal,6.52,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.45553,115.05403,2026-08-22,N,nominal,3.84,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.42418,115.35722,2026-08-22,N,low,4.48,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.29024,116.28491,2026-08-22,N,nominal,3.54,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.30442,115.9291,2026-08-22,N,nominal,2.4,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.47136,114.83664,2026-08-22,N,nominal,4.08,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.48198,114.74415,2026-08-22,N,nominal,3.93,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.47855,114.74364,2026-08-22,N,nominal,6.93,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.92838,110.70167,2026-08-22,N,nominal,5.79,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.59431,112.95252,2026-08-22,N,nominal,6.3,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.21087,115.49861,2026-08-22,N,nominal,5.77,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.93331,110.69822,2026-08-22,N,nominal,5.38,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.88223,111.04367,2026-08-22,N,nominal,5.03,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.90067,111.00677,2026-08-22,N,nominal,4.81,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.75933,112.19395,2026-08-22,N,nominal,15.69,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.59892,113.34569,2026-08-22,N,nominal,3.65,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.40603,114.87554,2026-08-22,N,nominal,4.3,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.48061,115.09815,2026-08-22,N,nominal,3.09,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.36631,115.18431,2026-08-22,N,nominal,4.19,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.37537,115.19301,2026-08-22,N,low,7.31,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.39907,115.08251,2026-08-22,N,nominal,13.87,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.22879,116.2013,2026-08-22,N,nominal,2.51,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.40247,115.08302,2026-08-22,N,nominal,3.99,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.35084,115.42263,2026-08-22,N,nominal,3.08,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.45985,114.79736,2026-08-22,N,nominal,9.89,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.95948,111.52818,2026-08-22,N,nominal,8.34,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.28421,115.97211,2026-08-22,N,low,3.67,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.96357,111.52878,2026-08-22,N,nominal,2.45,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.80983,112.25413,2026-08-22,N,nominal,4.77,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.4851,115.09143,2026-08-22,N,nominal,11.9,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.48849,115.09194,2026-08-22,N,nominal,4.13,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.49134,115.09606,2026-08-22,N,nominal,4.36,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.49099,115.4617,2026-08-22,N,nominal,1.79,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.88237,112.92833,2026-08-22,N,nominal,7.73,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.60163,114.78424,2026-08-22,N,low,1.81,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.60849,114.78526,2026-08-22,N,nominal,3.25,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.5246,115.33224,2026-08-22,N,nominal,20.07,D,viirs,South Kalimantan,Sedang,2026-08-22 05:53:00
-2.60747,114.78544,2026-08-22,N,nominal,2.38,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.52527,115.33296,2026-08-22,N,nominal,6.13,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.56867,115.0675,2026-08-22,N,nominal,4.62,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.62175,114.78381,2026-08-22,N,low,4.72,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.517,115.269,2026-08-22,N,nominal,2.56,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.58239,115.09177,2026-08-22,N,nominal,3.54,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.67733,114.62497,2026-08-22,N,nominal,5.99,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.60475,115.15051,2026-08-22,N,nominal,8.5,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.61308,115.11855,2026-08-22,N,nominal,2.86,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.55012,115.5329,2026-08-22,N,nominal,4.32,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.6255,115.24191,2026-08-22,N,nominal,7.22,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.64372,115.14529,2026-08-22,N,low,2.33,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.62669,115.25677,2026-08-22,N,nominal,6.02,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.62505,115.26752,2026-08-22,N,nominal,6.44,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.63008,115.25727,2026-08-22,N,nominal,6.02,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.5716,115.27779,2026-08-22,N,low,3.05,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.92899,110.69759,2026-08-22,N,nominal,5.38,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.58735,114.78587,2026-08-22,N,nominal,5.14,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.6714,114.21198,2026-08-22,N,low,3.95,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.49079,115.09969,2026-08-22,N,nominal,4.36,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.47185,115.24758,2026-08-22,N,nominal,5.12,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.47523,115.24809,2026-08-22,N,nominal,5.12,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.47469,115.25167,2026-08-22,N,nominal,5.12,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.50153,115.0976,2026-08-22,N,nominal,7.57,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.50547,115.09449,2026-08-22,N,nominal,16.28,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.50886,115.095,2026-08-22,N,nominal,3.5,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.47831,115.2961,2026-08-22,N,nominal,3.43,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.4791,115.33635,2026-08-22,N,nominal,5.77,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.87146,112.89931,2026-08-22,N,high,43.51,D,viirs,Central Kalimantan,Sedang,2026-08-22 05:53:00
-2.49945,115.24806,2026-08-22,N,low,4.09,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.86223,112.88427,2026-08-22,N,nominal,25.37,D,viirs,Central Kalimantan,Sedang,2026-08-22 05:53:00
-2.50283,115.24857,2026-08-22,N,nominal,4.09,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.86599,112.88483,2026-08-22,N,nominal,8.91,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.52924,115.09806,2026-08-22,N,low,4.07,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.52044,115.15576,2026-08-22,N,nominal,1.59,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.86463,112.89375,2026-08-22,N,high,50.24,D,viirs,Central Kalimantan,Sedang,2026-08-22 05:53:00
-2.50959,115.24958,2026-08-22,N,nominal,7.36,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.50905,115.25316,2026-08-22,N,nominal,5.44,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.50087,115.30678,2026-08-22,N,low,3.01,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.44375,115.61355,2026-08-22,N,low,1.35,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.93019,110.68941,2026-08-22,N,nominal,6.38,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.93079,110.68533,2026-08-22,N,nominal,6.38,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.20697,115.50166,2026-08-22,N,low,2.81,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.74291,110.26543,2026-08-22,N,nominal,3.2,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-1.88893,115.86357,2026-08-22,N,nominal,2.97,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.8476,116.13387,2026-08-22,N,nominal,4.6,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.89227,115.86407,2026-08-22,N,nominal,10.31,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.8956,115.86457,2026-08-22,N,nominal,10.31,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.89507,115.86805,2026-08-22,N,low,10.31,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.21815,113.80966,2026-08-22,N,nominal,2.76,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.92875,115.75318,2026-08-22,N,nominal,3.19,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.85454,116.26285,2026-08-22,N,nominal,6.51,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.15641,113.88141,2026-08-22,N,nominal,9.12,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.84241,116.34227,2026-08-22,N,nominal,2.3,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.85787,116.26334,2026-08-22,N,nominal,4.48,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.86732,116.2683,2026-08-22,N,nominal,7.89,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.60104,111.57282,2026-08-22,N,nominal,8.05,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.60157,111.56927,2026-08-22,N,high,8.05,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.6051,111.57342,2026-08-22,N,nominal,8.05,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.97297,115.8662,2026-08-22,N,nominal,1.7,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.12617,114.88483,2026-08-22,N,nominal,3.59,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.97631,115.86668,2026-08-22,N,low,1.7,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.97859,115.87413,2026-08-22,N,low,4.05,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.21863,113.87415,2026-08-22,N,nominal,7.01,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.92407,116.23093,2026-08-22,N,nominal,3.11,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.09298,114.25233,2026-08-22,N,nominal,41.16,D,viirs,Central Kalimantan,Sedang,2026-08-22 05:53:00
-1.75488,116.25071,2026-08-22,N,nominal,3.81,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.45911,115.86725,2026-08-22,N,nominal,19.35,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.4635,115.8608,2026-08-22,N,nominal,6.38,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.39344,110.23574,2026-08-22,N,nominal,4.59,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-1.50292,116.11184,2026-08-22,N,nominal,1.87,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.59714,115.62934,2026-08-22,N,nominal,5.28,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.60048,115.62983,2026-08-22,N,nominal,5.28,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.05317,112.81154,2026-08-22,N,nominal,5.55,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.76717,115.2017,2026-08-22,N,nominal,6.65,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.61253,116.47601,2026-08-22,N,nominal,3.05,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.99594,114.86874,2026-08-22,N,nominal,7.93,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.33729,111.73185,2026-08-22,N,nominal,4.01,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.65232,116.39371,2026-08-22,N,nominal,4.8,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.56154,110.48748,2026-08-22,N,nominal,8.67,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.0148,114.1512,2026-08-22,N,nominal,6.42,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.01422,114.15503,2026-08-22,N,nominal,6.42,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.01829,114.15172,2026-08-22,N,nominal,9.43,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.88631,115.06269,2026-08-22,N,nominal,4.3,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.7716,115.81355,2026-08-22,N,nominal,3.48,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.14445,113.46889,2026-08-22,N,nominal,8.27,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.14382,113.473,2026-08-22,N,nominal,14.87,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.66118,116.24673,2026-08-22,N,nominal,3.44,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.71088,114.75177,2026-08-22,N,low,4.85,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.95,116.21716,2026-08-22,N,nominal,1.8,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.94926,116.26651,2026-08-22,N,nominal,6.74,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.08184,115.9935,2026-08-22,N,nominal,11.7,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.08624,115.98708,2026-08-22,N,nominal,4.13,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.08571,115.99055,2026-08-22,N,nominal,4.13,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.08518,115.994,2026-08-22,N,nominal,11.7,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.91407,110.6787,2026-08-22,N,nominal,30.01,D,viirs,West Kalimantan,Sedang,2026-08-22 05:53:00
-2.5807,112.94148,2026-08-22,N,nominal,31.54,D,viirs,Central Kalimantan,Sedang,2026-08-22 05:53:00
-2.9184,110.67934,2026-08-22,N,nominal,30.01,D,viirs,West Kalimantan,Sedang,2026-08-22 05:53:00
-2.9172,110.68752,2026-08-22,N,nominal,29.36,D,viirs,West Kalimantan,Sedang,2026-08-22 05:53:00
-2.58378,112.94646,2026-08-22,N,nominal,31.54,D,viirs,Central Kalimantan,Sedang,2026-08-22 05:53:00
-2.08237,115.99003,2026-08-22,N,nominal,4.13,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.06998,116.35681,2026-08-22,N,nominal,4.21,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.92333,110.67588,2026-08-22,N,nominal,4.56,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.92273,110.67997,2026-08-22,N,nominal,4.56,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.92213,110.68406,2026-08-22,N,nominal,8.07,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.92093,110.69224,2026-08-22,N,nominal,6.4,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.92153,110.68815,2026-08-22,N,high,8.07,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.92646,110.68469,2026-08-22,N,nominal,8.07,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.92586,110.68878,2026-08-22,N,nominal,8.07,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.92526,110.69287,2026-08-22,N,nominal,6.4,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.20751,115.49813,2026-08-22,N,nominal,2.81,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.9178,110.68343,2026-08-22,N,high,29.36,D,viirs,West Kalimantan,Sedang,2026-08-22 05:53:00
-2.43132,113.10478,2026-08-22,N,nominal,4.48,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.0829,115.98656,2026-08-22,N,nominal,4.13,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.07904,115.98952,2026-08-22,N,nominal,4.2,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-1.95198,116.26421,2026-08-22,N,nominal,9.25,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.00645,115.9288,2026-08-22,N,nominal,21.34,D,viirs,East Kalimantan,Sedang,2026-08-22 05:53:00
-1.97936,116.15163,2026-08-22,N,nominal,23.66,D,viirs,East Kalimantan,Sedang,2026-08-22 05:53:00
-2.48399,112.94209,2026-08-22,N,nominal,23.08,D,viirs,Central Kalimantan,Sedang,2026-08-22 05:53:00
-2.31399,114.07655,2026-08-22,N,low,5.24,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.33337,113.99565,2026-08-22,N,nominal,18.96,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.3369,113.99619,2026-08-22,N,nominal,6.71,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.88725,110.40286,2026-08-22,N,nominal,6.97,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.511,112.91448,2026-08-22,N,nominal,9.12,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.56022,112.86729,2026-08-22,N,nominal,19.18,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.51473,112.91503,2026-08-22,N,nominal,6.02,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.35687,114.00719,2026-08-22,N,nominal,8.21,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.91196,110.3584,2026-08-22,N,nominal,4.98,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.91638,110.35905,2026-08-22,N,nominal,6.79,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.91574,110.36333,2026-08-22,N,nominal,6.79,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.16943,115.28541,2026-08-22,N,nominal,10.05,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-2.92459,110.36462,2026-08-22,N,nominal,4.75,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.93031,110.35667,2026-08-22,N,nominal,4.03,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.92966,110.36097,2026-08-22,N,nominal,4.75,D,viirs,West Kalimantan,Rendah,2026-08-22 05:53:00
-2.07957,115.98605,2026-08-22,N,nominal,4.2,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.35394,114.00274,2026-08-22,N,nominal,8.16,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-1.45964,115.86378,2026-08-22,N,nominal,6.38,D,viirs,East Kalimantan,Rendah,2026-08-22 05:53:00
-2.66935,115.02322,2026-08-22,N,nominal,2.24,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-2.67275,115.02374,2026-08-22,N,nominal,2.24,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.39459,114.72066,2026-08-22,N,low,4.27,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.38056,114.81433,2026-08-22,N,low,7.93,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.39877,114.76352,2026-08-22,N,nominal,3.31,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.39821,114.76726,2026-08-22,N,nominal,5.68,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.33,115.22079,2026-08-22,N,nominal,2.65,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.40166,114.76779,2026-08-22,N,nominal,9.31,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.33802,115.23678,2026-08-22,N,nominal,2.91,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.34142,115.23731,2026-08-22,N,nominal,2.91,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.41893,114.77036,2026-08-22,N,nominal,5.49,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.42295,114.76712,2026-08-22,N,nominal,16.23,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.42239,114.77088,2026-08-22,N,nominal,4.23,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.45052,114.72517,2026-08-22,N,low,4.15,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.2357,116.15947,2026-08-22,N,nominal,2.0,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.36558,115.32983,2026-08-22,N,nominal,4.84,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.36897,115.33034,2026-08-22,N,low,4.84,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.36841,115.334,2026-08-22,N,nominal,9.08,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.37124,115.33817,2026-08-22,N,nominal,8.43,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.48627,114.63004,2026-08-22,N,low,2.0,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.4197,115.08908,2026-08-22,N,nominal,3.87,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.39113,114.72015,2026-08-22,N,nominal,5.34,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.30101,115.29798,2026-08-22,N,nominal,2.22,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.313,115.21819,2026-08-22,N,nominal,14.38,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.3096,115.2177,2026-08-22,N,nominal,18.56,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.25481,114.83798,2026-08-22,N,low,28.48,D,viirs,South Kalimantan,Sedang,2026-08-22 05:53:00
-3.26326,114.80498,2026-08-22,N,low,5.39,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.26949,114.78683,2026-08-22,N,nominal,7.98,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.2708,114.82515,2026-08-22,N,nominal,9.83,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.20363,115.27241,2026-08-22,N,nominal,21.72,D,viirs,South Kalimantan,Sedang,2026-08-22 05:53:00
-3.20308,115.27602,2026-08-22,N,nominal,21.72,D,viirs,South Kalimantan,Sedang,2026-08-22 05:53:00
-3.20757,115.26929,2026-08-22,N,nominal,35.18,D,viirs,South Kalimantan,Sedang,2026-08-22 05:53:00
-3.20702,115.27293,2026-08-22,N,nominal,21.72,D,viirs,South Kalimantan,Sedang,2026-08-22 05:53:00
-3.20647,115.27654,2026-08-22,N,nominal,21.72,D,viirs,South Kalimantan,Sedang,2026-08-22 05:53:00
-3.56388,114.68819,2026-08-22,N,nominal,3.82,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.43746,113.75677,2026-08-22,N,low,5.91,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-3.26719,114.91946,2026-08-22,N,low,5.02,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.26664,114.92316,2026-08-22,N,nominal,6.48,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.28178,114.84583,2026-08-22,N,nominal,10.49,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.27062,114.91998,2026-08-22,N,low,6.7,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.19909,115.46293,2026-08-22,N,nominal,2.63,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.31495,114.81271,2026-08-22,N,low,13.22,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.20352,115.63804,2026-08-22,N,nominal,2.45,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.20943,115.68951,2026-08-22,N,nominal,2.84,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.38196,114.73413,2026-08-22,N,nominal,10.48,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.43862,113.77374,2026-08-22,N,nominal,3.83,D,viirs,Central Kalimantan,Rendah,2026-08-22 05:53:00
-3.53733,115.18568,2026-08-22,N,low,2.71,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.57457,115.12373,2026-08-22,N,nominal,3.5,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.57743,115.12794,2026-08-22,N,nominal,2.82,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.96857,114.68215,2026-08-22,N,low,4.71,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.97263,114.67885,2026-08-22,N,nominal,2.78,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.79976,116.2447,2026-08-22,N,nominal,14.9,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-3.8031,116.2452,2026-08-22,N,nominal,14.9,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
-4.04642,114.64679,2026-08-22,N,nominal,5.67,D,viirs,South Kalimantan,Rendah,2026-08-22 05:53:00
