latitude,longitude,acq_date,satellite,confidence,frp,daynight,sensor,provinsi,frp_band,acq_datetime
2.25646,117.95393,2026-08-19,N,nominal,4.55,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.22291,117.87919,2026-08-19,N,nominal,5.32,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.22341,117.88225,2026-08-19,N,nominal,3.57,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.22391,117.88529,2026-08-19,N,nominal,3.57,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.21456,117.86098,2026-08-19,N,nominal,3.67,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.2192,117.88914,2026-08-19,N,nominal,3.45,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.08123,117.33347,2026-08-19,N,nominal,6.64,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.08178,117.33693,2026-08-19,N,nominal,6.64,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.08234,117.34039,2026-08-19,N,nominal,5.99,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.16522,117.85724,2026-08-19,N,nominal,6.47,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.16573,117.86042,2026-08-19,N,nominal,9.25,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.24745,117.99642,2026-08-19,N,nominal,2.74,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.04607,117.14967,2026-08-19,N,nominal,1.45,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.11594,117.6516,2026-08-19,N,high,16.27,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.04874,117.339,2026-08-19,N,nominal,2.76,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.0493,117.34243,2026-08-19,N,nominal,2.76,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.04443,117.34668,2026-08-19,N,high,7.29,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.02021,117.23271,2026-08-19,N,high,8.1,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.01475,117.2336,2026-08-19,N,nominal,3.51,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.25341,117.93516,2026-08-19,N,nominal,6.92,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
1.98884,117.21263,2026-08-19,N,nominal,4.28,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
1.9891,117.2136,2026-08-19,N,nominal,5.56,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
1.96723,117.21733,2026-08-19,N,nominal,23.1,D,viirs,East Kalimantan,Sedang,2026-08-19 05:08:00
2.04509,117.17847,2026-08-19,N,nominal,1.43,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.24038,117.9532,2026-08-19,N,nominal,3.62,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.01165,117.24884,2026-08-19,N,high,14.24,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.23988,117.95013,2026-08-19,N,nominal,3.62,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.26544,118.00916,2026-08-19,N,nominal,20.9,D,viirs,East Kalimantan,Sedang,2026-08-19 05:08:00
2.26396,118.00008,2026-08-19,N,nominal,6.41,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.26495,118.00613,2026-08-19,N,high,48.39,D,viirs,East Kalimantan,Sedang,2026-08-19 05:08:00
2.25331,117.96725,2026-08-19,N,nominal,3.23,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.25878,118.00083,2026-08-19,N,nominal,3.61,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.25381,117.97031,2026-08-19,N,nominal,3.23,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.26026,118.00992,2026-08-19,N,nominal,4.18,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.25927,118.00385,2026-08-19,N,high,6.06,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.11968,117.18336,2026-08-19,N,low,3.52,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.23383,117.88057,2026-08-19,N,nominal,2.98,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.22913,117.88449,2026-08-19,N,nominal,3.57,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.25977,118.00689,2026-08-19,N,nominal,6.06,D,viirs,East Kalimantan,Rendah,2026-08-19 05:08:00
2.84101,116.15254,2026-08-19,N,nominal,5.29,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
3.13255,116.44671,2026-08-19,N,nominal,1.8,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
3.12687,116.44749,2026-08-19,N,nominal,1.8,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
2.83517,116.1532,2026-08-19,N,low,16.99,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
3.12906,116.44892,2026-08-19,N,nominal,5.98,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
2.96941,117.20238,2026-08-19,N,nominal,16.75,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
2.96351,117.20023,2026-08-19,N,nominal,18.42,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
2.94827,117.24117,2026-08-19,N,nominal,5.13,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
2.94883,117.24446,2026-08-19,N,nominal,5.13,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
2.95129,117.2427,2026-08-19,N,nominal,9.96,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
2.96884,117.19897,2026-08-19,N,nominal,19.63,D,viirs,North Kalimantan,Rendah,2026-08-19 05:10:00
-1.39178,110.09549,2026-08-19,N,nominal,13.79,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.25167,110.95889,2026-08-19,N,nominal,5.08,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.11962,111.76495,2026-08-19,N,nominal,11.29,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.37829,110.11636,2026-08-19,N,nominal,7.84,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.64583,114.72457,2026-08-19,N,high,18.15,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.64488,114.73058,2026-08-19,N,nominal,18.15,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.72972,114.19532,2026-08-19,N,nominal,6.48,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.37182,110.09237,2026-08-19,N,nominal,6.26,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.02367,112.03964,2026-08-19,N,high,50.77,D,viirs,Central Kalimantan,Sedang,2026-08-19 06:48:00
-1.08212,110.5724,2026-08-19,N,nominal,10.95,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.01475,111.98615,2026-08-19,N,nominal,18.37,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.01538,111.98228,2026-08-19,N,nominal,18.37,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.96526,112.03806,2026-08-19,N,nominal,6.85,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.44012,115.59046,2026-08-19,N,nominal,13.37,D,viirs,East Kalimantan,Rendah,2026-08-19 06:48:00
-0.43296,115.58924,2026-08-19,N,nominal,13.37,D,viirs,East Kalimantan,Rendah,2026-08-19 06:48:00
-1.05492,111.46239,2026-08-19,N,high,14.02,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.96465,112.03619,2026-08-19,N,nominal,6.98,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.05549,111.45876,2026-08-19,N,nominal,9.04,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.39677,110.09629,2026-08-19,N,nominal,31.04,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.08259,110.56935,2026-08-19,N,high,10.04,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.43567,115.58637,2026-08-19,N,high,28.44,D,viirs,East Kalimantan,Sedang,2026-08-19 06:48:00
-1.39591,110.10181,2026-08-19,N,nominal,31.04,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.40241,110.12592,2026-08-19,N,nominal,19.9,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40176,110.09706,2026-08-19,N,nominal,31.04,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.40008,110.10931,2026-08-19,N,nominal,18.64,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40189,110.09818,2026-08-19,N,nominal,24.12,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.39825,110.12056,2026-08-19,N,low,20.54,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.396,110.10296,2026-08-19,N,high,38.21,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.25576,110.95963,2026-08-19,N,nominal,5.67,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.39509,110.10853,2026-08-19,N,nominal,38.21,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.3969,110.0974,2026-08-19,N,nominal,16.03,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.11725,111.76743,2026-08-19,N,high,9.44,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.39191,110.09663,2026-08-19,N,nominal,16.03,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.37825,110.11751,2026-08-19,N,nominal,6.88,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40416,110.11459,2026-08-19,N,nominal,17.93,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40503,110.109,2026-08-19,N,nominal,17.93,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40589,110.10343,2026-08-19,N,nominal,10.99,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40329,110.12025,2026-08-19,N,low,19.9,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.4009,110.1026,2026-08-19,N,high,31.04,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.39741,110.12512,2026-08-19,N,nominal,16.77,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.39829,110.11947,2026-08-19,N,nominal,16.77,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.39916,110.11382,2026-08-19,N,nominal,12.65,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40003,110.1082,2026-08-19,N,nominal,12.65,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.39504,110.10741,2026-08-19,N,nominal,12.65,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.12752,109.67864,2026-08-19,N,nominal,7.54,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.4378,112.22101,2026-08-19,N,high,20.98,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.1306,109.67555,2026-08-19,N,nominal,6.89,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.77031,110.78282,2026-08-19,N,nominal,5.01,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.77083,110.77958,2026-08-19,N,nominal,5.01,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.76553,110.77892,2026-08-19,N,nominal,5.01,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.86019,110.19191,2026-08-19,N,nominal,2.77,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.86443,110.1656,2026-08-19,N,nominal,2.63,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.73012,110.89678,2026-08-19,N,nominal,3.16,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
0.08824,115.85004,2026-08-19,N,nominal,8.03,D,viirs,East Kalimantan,Rendah,2026-08-19 06:48:00
0.08705,115.84278,2026-08-19,N,nominal,8.03,D,viirs,East Kalimantan,Rendah,2026-08-19 06:48:00
-0.48658,112.17737,2026-08-19,N,nominal,10.23,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.66873,111.48332,2026-08-19,N,nominal,3.78,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.5047,112.06277,2026-08-19,N,nominal,7.41,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.48073,112.17664,2026-08-19,N,nominal,10.23,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.43329,112.43755,2026-08-19,N,nominal,2.14,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.4749,112.17586,2026-08-19,N,nominal,7.5,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.47553,112.17184,2026-08-19,N,nominal,5.97,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.6918,110.77527,2026-08-19,N,nominal,4.8,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.41977,112.37056,2026-08-19,N,high,8.68,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.41911,112.37463,2026-08-19,N,nominal,8.68,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.37318,112.62225,2026-08-19,N,high,57.84,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.39916,110.11492,2026-08-19,N,nominal,20.54,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-0.48137,112.17262,2026-08-19,N,high,14.21,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.12838,109.67334,2026-08-19,N,nominal,9.12,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.87768,110.21243,2026-08-19,N,low,1.5,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.60456,112.14114,2026-08-19,N,nominal,46.38,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.12573,109.67479,2026-08-19,N,nominal,14.95,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.0628,110.01341,2026-08-19,N,nominal,7.28,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.05958,110.00137,2026-08-19,N,nominal,8.88,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.06401,109.97315,2026-08-19,N,nominal,8.91,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.05903,109.97237,2026-08-19,N,nominal,9.01,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.74242,111.79808,2026-08-19,N,high,9.91,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.04566,109.89617,2026-08-19,N,high,17.02,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.73686,111.79662,2026-08-19,N,nominal,4.68,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.02736,109.97921,2026-08-19,N,nominal,7.27,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.79563,110.89645,2026-08-19,N,high,9.36,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.76243,111.42535,2026-08-19,N,nominal,2.26,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.97204,110.0054,2026-08-19,N,nominal,111.49,D,viirs,West Kalimantan,Tinggi,2026-08-19 06:48:00
-0.97297,109.99972,2026-08-19,N,nominal,9.77,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.76261,111.42687,2026-08-19,N,nominal,3.51,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.97222,110.00468,2026-08-19,N,nominal,84.96,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-0.63137,112.08375,2026-08-19,N,high,14.68,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.62496,112.0869,2026-08-19,N,high,14.68,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.62557,112.08305,2026-08-19,N,high,14.68,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.71334,111.48853,2026-08-19,N,nominal,3.39,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.60398,112.14481,2026-08-19,N,nominal,35.57,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-0.98886,109.99633,2026-08-19,N,nominal,6.09,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.0489,112.2532,2026-08-19,N,nominal,7.01,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.28518,113.53435,2026-08-19,N,high,10.17,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.40099,110.10374,2026-08-19,N,high,18.64,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73584,110.18157,2026-08-19,N,nominal,7.71,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73676,110.17593,2026-08-19,N,nominal,47.13,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.73858,110.16468,2026-08-19,N,nominal,273.33,D,viirs,West Kalimantan,Tinggi,2026-08-19 06:48:00
-1.7404,110.15344,2026-08-19,N,nominal,22.71,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.74131,110.14781,2026-08-19,N,nominal,22.71,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.73949,110.15905,2026-08-19,N,low,273.33,D,viirs,West Kalimantan,Tinggi,2026-08-19 06:48:00
-1.27438,112.97449,2026-08-19,N,nominal,6.41,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.73085,110.18082,2026-08-19,N,nominal,7.71,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73176,110.17519,2026-08-19,N,nominal,47.13,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.73267,110.16956,2026-08-19,N,nominal,47.13,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.73359,110.16393,2026-08-19,N,nominal,273.33,D,viirs,West Kalimantan,Tinggi,2026-08-19 06:48:00
-1.73542,110.15267,2026-08-19,N,nominal,22.71,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.74357,110.10242,2026-08-19,N,nominal,7.42,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.08872,114.06153,2026-08-19,N,nominal,12.1,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.08961,114.05618,2026-08-19,N,nominal,12.1,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.7377,110.10724,2026-08-19,N,nominal,7.22,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.7386,110.10167,2026-08-19,N,nominal,7.22,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.74403,110.0683,2026-08-19,N,nominal,9.13,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.72909,110.12881,2026-08-19,N,nominal,11.0,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73492,110.18724,2026-08-19,N,nominal,7.71,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73767,110.17032,2026-08-19,N,high,47.13,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.76067,110.05959,2026-08-19,N,nominal,9.37,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.75532,110.09267,2026-08-19,N,nominal,9.27,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.23897,113.60083,2026-08-19,N,nominal,7.37,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.21841,113.99844,2026-08-19,N,nominal,6.95,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.37386,112.61805,2026-08-19,N,nominal,57.84,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.21938,113.95052,2026-08-19,N,nominal,5.95,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.80161,110.18611,2026-08-19,N,nominal,8.1,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.79075,110.19015,2026-08-19,N,nominal,7.49,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.19912,113.83011,2026-08-19,N,nominal,6.07,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.23411,113.61227,2026-08-19,N,nominal,10.02,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.23647,113.59755,2026-08-19,N,nominal,5.2,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.73273,110.10649,2026-08-19,N,nominal,7.22,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.20878,113.64895,2026-08-19,N,nominal,13.29,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.77068,110.12377,2026-08-19,N,nominal,3.85,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73669,110.23978,2026-08-19,N,nominal,19.47,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.74764,110.17188,2026-08-19,N,nominal,19.47,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.74855,110.16623,2026-08-19,N,nominal,63.48,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.76384,110.07135,2026-08-19,N,nominal,6.19,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.16809,113.69943,2026-08-19,N,nominal,9.58,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.74265,110.17109,2026-08-19,N,nominal,19.47,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.74357,110.16544,2026-08-19,N,nominal,63.48,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.74448,110.15981,2026-08-19,N,nominal,63.48,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.20959,113.64394,2026-08-19,N,nominal,12.36,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.73364,110.10091,2026-08-19,N,nominal,7.22,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73455,110.09533,2026-08-19,N,nominal,9.91,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73545,110.08978,2026-08-19,N,nominal,9.91,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.5677,110.78918,2026-08-19,N,nominal,2.7,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.55802,110.81625,2026-08-19,N,nominal,5.1,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.55851,110.81319,2026-08-19,N,nominal,5.1,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.31995,112.01083,2026-08-19,N,high,13.92,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.5321,110.67944,2026-08-19,N,nominal,6.08,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.31791,112.00938,2026-08-19,N,high,14.71,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.31917,111.78117,2026-08-19,N,high,33.89,D,viirs,Central Kalimantan,Sedang,2026-08-19 06:48:00
-1.31975,111.77749,2026-08-19,N,nominal,15.52,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.48942,110.63911,2026-08-19,N,nominal,3.83,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.57414,110.81594,2026-08-19,N,nominal,6.49,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-0.94825,113.98714,2026-08-19,N,nominal,8.25,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.94181,113.98585,2026-08-19,N,nominal,5.7,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.94271,113.98031,2026-08-19,N,nominal,5.7,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.12227,112.75054,2026-08-19,N,nominal,7.38,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.64661,114.73051,2026-08-19,N,high,31.53,D,viirs,Central Kalimantan,Sedang,2026-08-19 06:48:00
-0.6476,114.7245,2026-08-19,N,nominal,18.57,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.40416,110.11568,2026-08-19,N,nominal,20.54,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-1.40507,110.11008,2026-08-19,N,nominal,18.64,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40597,110.10455,2026-08-19,N,nominal,18.64,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.40324,110.12132,2026-08-19,N,low,20.54,D,viirs,West Kalimantan,Sedang,2026-08-19 06:48:00
-0.94913,113.98167,2026-08-19,N,nominal,8.25,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.72829,114.19537,2026-08-19,N,nominal,7.98,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.10956,113.76854,2026-08-19,N,nominal,4.18,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.12804,113.69361,2026-08-19,N,nominal,4.47,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.73635,110.08424,2026-08-19,N,nominal,10.23,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.11772,113.80684,2026-08-19,N,nominal,8.08,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.72958,110.09457,2026-08-19,N,nominal,9.86,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.11101,113.7685,2026-08-19,N,nominal,4.13,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.12287,113.69741,2026-08-19,N,nominal,7.75,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-0.88939,115.05118,2026-08-19,N,nominal,6.66,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.70397,110.29015,2026-08-19,N,nominal,13.51,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.72864,110.13113,2026-08-19,N,nominal,10.78,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73211,110.10876,2026-08-19,N,nominal,8.25,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.00614,114.45773,2026-08-19,N,low,19.55,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.73297,110.10317,2026-08-19,N,nominal,8.25,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.7347,110.092,2026-08-19,N,nominal,11.61,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.73557,110.08644,2026-08-19,N,nominal,15.73,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.69803,110.29518,2026-08-19,N,nominal,13.08,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.2737,112.97374,2026-08-19,N,nominal,8.05,D,viirs,Central Kalimantan,Rendah,2026-08-19 06:48:00
-1.69298,110.29448,2026-08-19,N,nominal,7.65,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
-1.72304,110.10161,2026-08-19,N,nominal,9.56,D,viirs,West Kalimantan,Rendah,2026-08-19 06:48:00
