latitude,longitude,acq_date,satellite,confidence,frp,daynight,sensor,provinsi,frp_band,pulau,acq_datetime
2.60162,117.68951,2026-09-08,T,68,15.02,D,modis,North Kalimantan,Rendah,Kalimantan,2026-09-08 00:54:00
2.19537,116.97828,2026-09-08,T,77,13.84,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:54:00
2.04772,117.17649,2026-09-08,T,93,46.18,D,modis,East Kalimantan,Sedang,Kalimantan,2026-09-08 00:54:00
2.26187,117.99717,2026-09-08,T,59,6.84,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:54:00
-3.06648,114.04279,2026-09-08,T,100,124.4,D,modis,Central Kalimantan,Tinggi,Kalimantan,2026-09-08 00:56:00
-3.05876,114.05329,2026-09-08,T,60,17.25,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.05743,114.04404,2026-09-08,T,86,29.14,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-2.95037,113.29774,2026-09-08,T,55,5.61,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.62919,111.21647,2026-09-08,T,55,9.39,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.62721,111.20288,2026-09-08,T,82,40.01,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.00065,113.84263,2026-09-08,T,28,4.88,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.70563,111.88575,2026-09-08,T,78,25.81,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-2.70385,111.87362,2026-09-08,T,70,16.02,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.97193,113.83703,2026-09-08,T,83,25.11,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.0678,114.05203,2026-09-08,T,90,33.86,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-2.97056,113.82761,2026-09-08,T,44,5.71,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.93417,113.76201,2026-09-08,T,57,5.76,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-4.02858,122.28876,2026-09-08,T,49,16.64,D,modis,Southeast Sulawesi,Rendah,Sulawesi,2026-09-08 00:56:00
-3.08163,115.29609,2026-09-08,T,60,5.8,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.08038,115.28732,2026-09-08,T,70,9.61,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.84592,113.79005,2026-09-08,T,61,6.76,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-4.03125,122.27115,2026-09-08,T,66,24.27,D,modis,Southeast Sulawesi,Sedang,Sulawesi,2026-09-08 00:56:00
-3.0336,115.16568,2026-09-08,T,37,5.8,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.97331,113.84644,2026-09-08,T,61,7.35,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.10454,114.05022,2026-09-08,T,97,62.59,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.11224,114.03972,2026-09-08,T,93,49.69,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.03234,115.15691,2026-09-08,T,64,9.0,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.63766,114.67219,2026-09-08,T,74,9.52,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.20235,111.84563,2026-09-08,T,82,34.39,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.51304,115.1668,2026-09-08,T,56,4.54,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.16278,112.91834,2026-09-08,T,55,11.65,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.25793,113.83597,2026-09-08,T,68,10.15,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.25656,113.82659,2026-09-08,T,55,5.97,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.03101,112.35558,2026-09-08,T,82,29.42,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.02445,112.37928,2026-09-08,T,79,25.96,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.02279,112.36813,2026-09-08,T,91,53.2,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.1109,114.03048,2026-09-08,T,85,33.74,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.02113,112.35696,2026-09-08,T,89,46.62,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.02062,112.36311,2026-09-08,T,92,62.51,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.01902,112.35191,2026-09-08,T,74,19.6,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.18708,113.72693,2026-09-08,T,65,18.16,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.17794,113.72821,2026-09-08,T,57,22.01,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-2.74819,110.77048,2026-09-08,T,65,14.2,D,modis,West Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.16651,113.77807,2026-09-08,T,45,13.88,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.83069,111.74947,2026-09-08,T,27,6.64,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.26462,114.97164,2026-09-08,T,61,5.97,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.11358,114.04896,2026-09-08,T,87,48.08,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.02221,112.37429,2026-09-08,T,93,66.07,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-3.02477,115.1669,2026-09-08,T,54,8.3,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-3.22264,113.6578,2026-09-08,T,70,11.14,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.59987,112.91819,2026-09-08,T,76,15.65,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.0592,113.96917,2026-09-08,T,60,18.91,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.0507,113.9672,2026-09-08,T,73,26.57,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-1.54952,110.7498,2026-09-08,T,55,10.59,D,modis,West Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.54728,110.73431,2026-09-08,T,76,32.24,D,modis,West Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-2.30361,116.11908,2026-09-08,T,61,4.62,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.90983,113.51248,2026-09-08,T,58,6.55,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.90047,113.51375,2026-09-08,T,38,5.59,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.82674,113.6409,2026-09-08,T,49,6.03,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.71512,113.61883,2026-09-08,T,53,4.86,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.13638,113.86514,2026-09-08,T,63,22.61,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-1.92013,116.01715,2026-09-08,T,63,6.26,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.89761,115.85935,2026-09-08,T,47,8.36,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.94281,115.23841,2026-09-08,T,77,12.14,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.89005,115.86933,2026-09-08,T,41,7.28,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.88879,115.86057,2026-09-08,T,35,7.47,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.41551,119.70159,2026-09-08,T,80,33.14,D,modis,West Sulawesi,Sedang,Sulawesi,2026-09-08 00:56:00
-1.21751,113.62863,2026-09-08,T,63,15.53,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-0.3452,116.23891,2026-09-08,T,22,5.2,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
0.69088,117.05006,2026-09-08,T,59,5.11,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
0.73484,117.07118,2026-09-08,T,64,5.82,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.89886,115.86812,2026-09-08,T,73,11.92,D,modis,East Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.07864,113.40512,2026-09-08,T,75,14.56,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.31936,115.39478,2026-09-08,T,60,5.32,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.15838,113.82314,2026-09-08,T,29,14.3,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.1888,110.25256,2026-09-08,T,46,11.64,D,modis,West Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.93139,115.40984,2026-09-08,T,80,18.45,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.93014,115.40108,2026-09-08,T,63,7.08,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.68459,114.33621,2026-09-08,T,81,20.39,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-2.36942,112.6684,2026-09-08,T,67,10.23,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.37518,113.34459,2026-09-08,T,59,30.78,D,modis,Central Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-2.26665,112.73311,2026-09-08,T,70,11.79,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.0402,111.26919,2026-09-08,T,59,9.2,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.08803,113.40382,2026-09-08,T,77,17.66,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.88287,110.21381,2026-09-08,T,60,41.64,D,modis,West Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-1.87463,110.2048,2026-09-08,T,86,66.11,D,modis,West Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-2.02984,111.19952,2026-09-08,T,50,7.55,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.80082,110.19808,2026-09-08,T,65,16.97,D,modis,West Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-1.92091,111.09838,2026-09-08,T,23,12.7,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.49098,115.36755,2026-09-08,T,60,5.09,D,modis,South Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.25285,113.77414,2026-09-08,T,76,15.14,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.30549,114.33012,2026-09-08,T,71,11.16,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.21744,113.78888,2026-09-08,T,27,7.15,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.15944,113.43466,2026-09-08,T,35,7.65,D,modis,Central Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.45662,115.70916,2026-09-08,T,81,20.48,D,modis,South Kalimantan,Sedang,Kalimantan,2026-09-08 00:56:00
-1.86034,110.18967,2026-09-08,T,32,16.31,D,modis,West Kalimantan,Rendah,Kalimantan,2026-09-08 00:56:00
-2.93418,119.22782,2026-09-08,T,15,4.23,D,modis,West Sulawesi,Rendah,Sulawesi,2026-09-08 00:56:00
-7.62973,112.49686,2026-09-08,T,61,7.66,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.81007,112.16654,2026-09-08,T,60,5.33,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.56541,112.18925,2026-09-08,T,53,6.01,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-8.11591,112.92071,2026-09-08,T,75,18.83,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-9.4511,119.85043,2026-09-08,T,60,14.17,D,modis,East Nusa Tenggara,Rendah,Bali & Nusa Tenggara,2026-09-08 00:58:00
-8.11695,113.3717,2026-09-08,T,64,4.59,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.79524,114.07401,2026-09-08,T,39,5.27,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.36084,112.05354,2026-09-08,T,78,21.59,D,modis,East Java,Sedang,Java,2026-09-08 00:58:00
-7.51394,112.52946,2026-09-08,T,56,6.54,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.73882,114.26,2026-09-08,T,63,5.94,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.73755,114.25116,2026-09-08,T,58,4.44,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.71475,114.23338,2026-09-08,T,66,10.75,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-6.90804,108.72968,2026-09-08,T,64,17.49,D,modis,West Java,Rendah,Java,2026-09-08 00:58:00
-7.36238,112.06392,2026-09-08,T,57,7.24,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.4267,112.62785,2026-09-08,T,67,10.77,D,modis,East Java,Rendah,Java,2026-09-08 00:58:00
-7.33217,111.10323,2026-09-08,T,53,7.99,D,modis,Central Java,Rendah,Java,2026-09-08 00:58:00
-7.54341,139.49915,2026-09-08,N,nominal,3.04,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.37399,140.71225,2026-09-08,N,nominal,5.5,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.37331,140.71709,2026-09-08,N,nominal,9.48,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.37522,140.73734,2026-09-08,N,nominal,5.51,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65104,138.79655,2026-09-08,N,nominal,2.89,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.64734,138.82339,2026-09-08,N,nominal,19.09,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.6527,138.82408,2026-09-08,N,low,102.68,D,viirs,Papua,Tinggi,Maluku & Papua,2026-09-08 03:49:00
-7.64642,138.83008,2026-09-08,N,nominal,27.67,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.40088,140.38188,2026-09-08,N,nominal,2.81,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65547,138.80397,2026-09-08,N,nominal,3.69,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65408,138.81404,2026-09-08,N,nominal,6.67,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65362,138.8174,2026-09-08,N,nominal,10.83,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65316,138.82074,2026-09-08,N,nominal,10.83,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.64688,138.82674,2026-09-08,N,nominal,19.09,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.34181,140.73773,2026-09-08,N,nominal,5.4,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.4763,139.17114,2026-09-08,N,low,4.43,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.50824,139.05569,2026-09-08,N,nominal,2.65,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.28623,140.5723,2026-09-08,N,nominal,9.3,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.48676,139.09505,2026-09-08,N,nominal,1.85,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.47542,139.13882,2026-09-08,N,nominal,7.18,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.47585,139.13567,2026-09-08,N,nominal,4.37,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.45593,139.20355,2026-09-08,N,nominal,1.78,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.45963,138.77539,2026-09-08,N,nominal,2.41,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.37614,139.36563,2026-09-08,N,nominal,6.95,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.37655,139.36258,2026-09-08,N,nominal,7.2,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.37484,139.36368,2026-09-08,N,nominal,8.34,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.37526,139.36064,2026-09-08,N,nominal,5.14,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.44898,138.515,2026-09-08,N,nominal,4.98,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.45692,138.77727,2026-09-08,N,nominal,3.84,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65085,138.83748,2026-09-08,N,nominal,7.77,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.35569,140.56816,2026-09-08,N,nominal,3.5,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65224,138.82744,2026-09-08,N,high,102.68,D,viirs,Papua,Tinggi,Maluku & Papua,2026-09-08 03:49:00
-7.65678,138.81232,2026-09-08,N,nominal,3.1,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65131,138.83412,2026-09-08,N,high,57.21,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.44352,138.51428,2026-09-08,N,high,13.55,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65634,138.81569,2026-09-08,N,nominal,3.1,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65765,138.80559,2026-09-08,N,nominal,4.07,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65809,138.80223,2026-09-08,N,nominal,2.18,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65502,138.82574,2026-09-08,N,low,93.88,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.64879,138.83176,2026-09-08,N,high,39.85,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.64923,138.8284,2026-09-08,N,nominal,93.88,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.6501,138.82169,2026-09-08,N,nominal,15.9,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65054,138.81833,2026-09-08,N,nominal,15.9,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65098,138.81496,2026-09-08,N,nominal,3.1,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65141,138.81161,2026-09-08,N,nominal,3.1,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65229,138.80489,2026-09-08,N,nominal,4.07,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65273,138.80151,2026-09-08,N,nominal,2.18,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65316,138.79814,2026-09-08,N,nominal,2.18,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65177,138.83078,2026-09-08,N,high,57.21,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.64966,138.82504,2026-09-08,N,low,93.88,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.59534,139.35168,2026-09-08,N,high,6.3,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.66644,138.84291,2026-09-08,N,high,18.62,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.66691,138.83955,2026-09-08,N,high,18.62,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.59491,139.35475,2026-09-08,N,nominal,6.3,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.66597,138.84625,2026-09-08,N,nominal,7.33,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.66737,138.8362,2026-09-08,N,nominal,40.16,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.66202,138.83551,2026-09-08,N,high,40.16,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.58974,139.35406,2026-09-08,N,nominal,6.3,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.66249,138.83215,2026-09-08,N,low,40.16,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.65713,138.83148,2026-09-08,N,high,57.21,D,viirs,Papua,Sedang,Maluku & Papua,2026-09-08 03:49:00
-7.65759,138.82812,2026-09-08,N,high,102.68,D,viirs,Papua,Tinggi,Maluku & Papua,2026-09-08 03:49:00
-7.46974,140.17148,2026-09-08,N,nominal,5.14,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.6562,138.83817,2026-09-08,N,nominal,7.77,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.66084,138.80467,2026-09-08,N,nominal,3.69,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.46687,140.17369,2026-09-08,N,nominal,8.25,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.44636,138.49329,2026-09-08,N,nominal,5.55,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.60494,138.91797,2026-09-08,N,nominal,5.57,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.31141,139.44441,2026-09-08,N,nominal,2.58,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.71359,139.39911,2026-09-08,N,nominal,3.15,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.49162,140.92149,2026-09-08,N,nominal,10.21,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.49301,140.87938,2026-09-08,N,nominal,6.7,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.48791,140.817,2026-09-08,N,nominal,3.21,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.48398,140.81171,2026-09-08,N,nominal,4.4,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.65695,139.472,2026-09-08,N,high,10.87,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.66485,139.37733,2026-09-08,N,nominal,2.23,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.53186,140.30159,2026-09-08,N,nominal,6.43,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.63714,139.46638,2026-09-08,N,nominal,3.65,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.4492,140.79263,2026-09-08,N,nominal,9.78,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.63209,139.46562,2026-09-08,N,nominal,3.32,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.61254,139.3925,2026-09-08,N,nominal,2.21,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.36447,140.92883,2026-09-08,N,nominal,3.66,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.56868,139.41048,2026-09-08,N,nominal,3.86,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.71909,139.39684,2026-09-08,N,nominal,5.0,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.56909,139.40753,2026-09-08,N,nominal,3.86,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.56403,139.40683,2026-09-08,N,nominal,5.83,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.55815,139.412,2026-09-08,N,nominal,11.5,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.55856,139.40906,2026-09-08,N,nominal,5.83,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.65546,138.82239,2026-09-08,N,nominal,15.9,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.58773,138.84724,2026-09-08,N,nominal,1.53,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.33498,140.7477,2026-09-08,N,nominal,2.63,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.58875,138.84723,2026-09-08,N,nominal,2.93,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.4897,139.0995,2026-09-08,N,nominal,4.5,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.45144,139.10995,2026-09-08,N,nominal,1.43,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.33393,138.6813,2026-09-08,N,high,10.81,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.68657,134.29973,2026-09-08,N,nominal,14.43,D,viirs,Maluku,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.68903,134.29485,2026-09-08,N,nominal,12.01,D,viirs,Maluku,Rendah,Maluku & Papua,2026-09-08 03:49:00
-5.71141,139.64017,2026-09-08,N,nominal,12.87,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-5.70057,139.61069,2026-09-08,N,nominal,3.5,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.56362,139.40977,2026-09-08,N,high,5.83,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.44138,138.48906,2026-09-08,N,high,5.55,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.71868,139.39977,2026-09-08,N,nominal,8.56,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-6.7494,139.19206,2026-09-08,N,nominal,2.66,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.44043,138.49606,2026-09-08,N,nominal,7.9,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
-7.4409,138.49257,2026-09-08,N,nominal,5.55,D,viirs,Papua,Rendah,Maluku & Papua,2026-09-08 03:49:00
