latitude,longitude,acq_date,satellite,confidence,frp,daynight,sensor,provinsi,frp_band,pulau,acq_datetime
-2.13358,113.86693,2026-09-08,N,nominal,10.5,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.13433,113.8618,2026-09-08,N,nominal,9.57,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.15405,113.82792,2026-09-08,N,nominal,8.46,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-0.74407,123.02557,2026-09-08,N,nominal,2.71,D,viirs,Central Sulawesi,Rendah,Sulawesi,2026-09-08 05:33:00
-2.12558,113.76427,2026-09-08,N,nominal,14.88,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.13813,113.83608,2026-09-08,N,nominal,8.08,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-1.15647,120.14794,2026-09-08,N,nominal,4.54,D,viirs,Central Sulawesi,Rendah,Sulawesi,2026-09-08 05:33:00
-2.11913,113.76462,2026-09-08,N,nominal,16.37,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.13125,113.82308,2026-09-08,N,nominal,5.92,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.12395,113.76537,2026-09-08,N,nominal,16.37,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.13029,113.75568,2026-09-08,N,nominal,6.35,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.12952,113.76093,2026-09-08,N,nominal,8.03,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.13005,113.82436,2026-09-08,N,nominal,11.26,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-2.1247,113.76019,2026-09-08,N,low,16.37,D,viirs,Central Kalimantan,Rendah,Kalimantan,2026-09-08 05:33:00
-8.62123,140.9055,2026-09-08,A,74,20.49,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.98943,140.98157,2026-09-08,A,55,8.8,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.79851,140.95522,2026-09-08,A,54,9.1,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.79662,140.89148,2026-09-08,A,64,12.95,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.70916,140.80307,2026-09-08,A,66,13.82,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.61955,140.91788,2026-09-08,A,70,15.97,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.65202,140.59872,2026-09-08,A,57,8.87,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-6.08183,139.45752,2026-09-08,A,55,17.61,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.52733,140.99954,2026-09-08,A,57,12.55,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.15541,139.59167,2026-09-08,A,48,13.73,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.23255,139.52744,2026-09-08,A,56,11.12,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.20821,139.88231,2026-09-08,A,53,9.38,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.20631,139.89621,2026-09-08,A,66,16.08,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.43476,138.4818,2026-09-08,A,83,67.29,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.36968,139.45189,2026-09-08,A,77,33.53,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.36762,139.46698,2026-09-08,A,76,30.73,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.46319,139.19681,2026-09-08,A,45,23.0,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.48377,139.1346,2026-09-08,A,33,14.57,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.54081,138.68916,2026-09-08,A,63,14.93,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.48281,139.12505,2026-09-08,A,64,15.19,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.30177,140.83955,2026-09-08,A,88,50.99,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.36039,140.57407,2026-09-08,A,66,13.5,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.34773,140.73549,2026-09-08,A,72,22.24,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.34494,140.74054,2026-09-08,A,57,16.51,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.59211,139.33873,2026-09-08,A,91,87.34,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.58997,139.35426,2026-09-08,A,99,175.54,D,modis,Papua,Tinggi,Maluku & Papua,2026-09-08 06:08:00
-7.67336,138.83543,2026-09-08,A,57,22.82,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.60138,139.35587,2026-09-08,A,70,26.71,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.43207,140.6403,2026-09-08,A,72,18.67,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.72451,138.7794,2026-09-08,A,60,32.52,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.64549,139.3688,2026-09-08,A,50,19.18,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.73419,138.79834,2026-09-08,A,61,35.53,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-6.95308,140.98662,2026-09-08,A,63,17.34,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.09066,139.56273,2026-09-08,A,72,23.41,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-6.85723,140.86594,2026-09-08,A,55,16.16,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-6.83549,140.87483,2026-09-08,A,61,14.68,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-3.40304,135.42448,2026-09-08,A,59,26.22,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-3.82688,138.72736,2026-09-08,A,66,20.38,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-3.90346,138.75877,2026-09-08,A,86,56.82,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-3.9014,138.77312,2026-09-08,A,79,31.37,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-3.98784,138.49693,2026-09-08,A,50,10.5,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-3.96865,138.86307,2026-09-08,A,70,14.61,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-4.05702,138.97163,2026-09-08,A,70,12.89,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.61476,140.82286,2026-09-08,A,63,10.85,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-4.33847,138.8506,2026-09-08,A,92,102.09,D,modis,Papua,Tinggi,Maluku & Papua,2026-09-08 06:08:00
-4.34969,138.85205,2026-09-08,A,88,75.72,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-4.36111,138.85214,2026-09-08,A,85,55.35,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.5266,140.32268,2026-09-08,A,46,16.23,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-5.83408,139.41986,2026-09-08,A,48,13.6,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-6.40955,139.58609,2026-09-08,A,77,25.49,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-6.40761,139.60033,2026-09-08,A,76,24.22,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-6.53921,140.87418,2026-09-08,A,53,9.71,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-6.55083,140.86406,2026-09-08,A,100,154.85,D,modis,Papua,Tinggi,Maluku & Papua,2026-09-08 06:08:00
-6.54919,140.8756,2026-09-08,A,82,76.35,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-6.64814,140.82404,2026-09-08,A,95,79.91,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-6.65818,140.82547,2026-09-08,A,87,40.14,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-6.65486,140.84875,2026-09-08,A,56,19.41,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-6.66988,140.81523,2026-09-08,A,54,14.96,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-6.73806,140.84341,2026-09-08,A,0,7.79,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-6.90786,139.87265,2026-09-08,A,55,9.36,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-6.40638,139.59483,2026-09-08,A,83,39.86,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.74617,138.79999,2026-09-08,A,89,94.11,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-4.34093,138.83324,2026-09-08,A,59,26.41,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.71516,139.20184,2026-09-08,A,71,26.5,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.12732,140.36267,2026-09-08,A,100,150.7,D,modis,Papua,Tinggi,Maluku & Papua,2026-09-08 06:08:00
-8.12544,140.37598,2026-09-08,A,68,14.66,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.13308,140.35544,2026-09-08,A,78,27.76,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.13129,140.36874,2026-09-08,A,89,64.34,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.20362,140.15805,2026-09-08,A,68,21.98,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.20173,140.17178,2026-09-08,A,80,34.91,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.1395,140.69958,2026-09-08,A,58,16.79,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.22334,140.1748,2026-09-08,A,30,13.56,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.20439,140.31091,2026-09-08,A,72,20.76,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.21508,140.31241,2026-09-08,A,83,41.05,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.18452,140.73805,2026-09-08,A,81,81.07,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.27371,140.16032,2026-09-08,A,89,70.76,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.31308,140.42786,2026-09-08,A,78,27.32,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.3226,140.39384,2026-09-08,A,87,53.31,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.31901,140.42047,2026-09-08,A,62,17.34,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.31721,140.43373,2026-09-08,A,65,13.5,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.33687,140.36862,2026-09-08,A,59,15.27,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.331,140.56915,2026-09-08,A,77,22.38,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.34691,140.53162,2026-09-08,A,82,33.95,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.3451,140.54466,2026-09-08,A,90,60.95,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.3433,140.55766,2026-09-08,A,73,20.76,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.50652,140.55286,2026-09-08,A,59,10.04,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.86049,138.14319,2026-09-08,A,51,34.06,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.03302,140.88084,2026-09-08,A,66,12.8,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.04348,140.73152,2026-09-08,A,54,12.06,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.44548,140.56554,2026-09-08,A,69,18.19,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.07506,140.1064,2026-09-08,A,68,18.64,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.09772,140.26299,2026-09-08,A,75,23.67,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.83771,138.88753,2026-09-08,A,65,21.45,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.87073,138.16948,2026-09-08,A,37,22.48,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.81524,139.1387,2026-09-08,A,78,37.03,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.92578,139.32916,2026-09-08,A,59,13.51,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.92366,139.34496,2026-09-08,A,65,17.28,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.91887,139.87941,2026-09-08,A,44,9.09,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.9401,139.80884,2026-09-08,A,69,20.52,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.94137,139.81567,2026-09-08,A,70,22.64,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.94268,139.88936,2026-09-08,A,44,10.83,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.89462,140.47832,2026-09-08,A,39,13.93,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.07971,139.30861,2026-09-08,A,53,12.27,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.26378,137.87186,2026-09-08,A,91,145.93,D,modis,Papua,Tinggi,Maluku & Papua,2026-09-08 06:08:00
-8.05639,139.55922,2026-09-08,A,46,10.34,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.26634,138.14157,2026-09-08,A,62,21.91,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.05685,139.54903,2026-09-08,A,52,13.76,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.29813,137.79585,2026-09-08,A,55,22.51,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.90545,140.75621,2026-09-08,A,65,20.75,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.2684,138.12679,2026-09-08,A,50,15.09,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.26579,138.14668,2026-09-08,A,48,14.03,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-7.99009,140.21373,2026-09-08,A,80,87.25,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-7.93463,140.62001,2026-09-08,A,87,47.94,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-8.1462,139.40364,2026-09-08,A,47,10.33,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.06996,140.1132,2026-09-08,A,60,13.65,D,modis,Papua,Rendah,Maluku & Papua,2026-09-08 06:08:00
-8.30141,137.79117,2026-09-08,A,41,24.44,D,modis,Papua,Sedang,Maluku & Papua,2026-09-08 06:08:00
-6.48222,107.40743,2026-09-08,N,nominal,2.91,D,viirs,West Java,Rendah,Java,2026-09-08 07:12:00
-7.00612,106.55293,2026-09-08,N,nominal,2.63,D,viirs,West Java,Rendah,Java,2026-09-08 07:12:00
-6.72949,105.7633,2026-09-08,N,high,4.87,D,viirs,Banten,Rendah,Java,2026-09-08 07:12:00
-6.54849,106.16323,2026-09-08,N,nominal,2.33,D,viirs,Banten,Rendah,Java,2026-09-08 07:12:00
-6.56607,106.64577,2026-09-08,N,nominal,3.26,D,viirs,West Java,Rendah,Java,2026-09-08 07:12:00
-6.65458,105.85257,2026-09-08,N,high,7.62,D,viirs,Banten,Rendah,Java,2026-09-08 07:12:00
-6.73006,105.76011,2026-09-08,N,nominal,4.87,D,viirs,Banten,Rendah,Java,2026-09-08 07:12:00
-1.09832,102.39371,2026-09-08,N,nominal,8.93,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.03181,102.78666,2026-09-08,N,nominal,6.42,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.17381,101.57644,2026-09-08,N,nominal,2.27,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.16397,101.42442,2026-09-08,N,nominal,4.59,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-0.75422,103.21627,2026-09-08,N,nominal,10.54,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-1.00602,102.32431,2026-09-08,N,nominal,8.35,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.00148,102.32371,2026-09-08,N,nominal,10.22,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-0.99,102.30838,2026-09-08,N,nominal,8.14,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-0.9855,102.3076,2026-09-08,N,high,22.1,D,viirs,Jambi,Sedang,Sumatra,2026-09-08 07:14:00
-0.98621,102.30307,2026-09-08,N,high,22.1,D,viirs,Jambi,Sedang,Sumatra,2026-09-08 07:14:00
-0.98692,102.29861,2026-09-08,N,nominal,21.81,D,viirs,Jambi,Sedang,Sumatra,2026-09-08 07:14:00
-0.98833,102.28972,2026-09-08,N,nominal,9.58,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.28932,101.36787,2026-09-08,N,nominal,19.95,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.07199,101.64783,2026-09-08,N,nominal,3.98,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.07264,101.64374,2026-09-08,N,nominal,3.98,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.09303,101.406,2026-09-08,N,nominal,3.77,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-0.7534,103.22151,2026-09-08,N,nominal,10.54,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.99072,102.30387,2026-09-08,N,nominal,8.14,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.29352,101.36863,2026-09-08,N,nominal,19.95,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.8543,103.20667,2026-09-08,N,nominal,6.77,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.56412,100.74413,2026-09-08,N,nominal,4.15,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-0.92039,102.12668,2026-09-08,N,nominal,10.32,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.86903,103.20747,2026-09-08,N,nominal,4.94,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.88434,103.20099,2026-09-08,N,nominal,12.45,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.87249,103.21467,2026-09-08,N,nominal,5.44,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.86854,103.20882,2026-09-08,N,nominal,6.3,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.84562,103.20009,2026-09-08,N,nominal,13.68,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.84484,103.20506,2026-09-08,N,low,13.68,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-2.14174,101.18542,2026-09-08,N,nominal,3.22,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.56007,100.74361,2026-09-08,N,nominal,4.15,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-2.13566,100.98711,2026-09-08,N,nominal,5.56,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.78836,103.00216,2026-09-08,N,nominal,10.32,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.78433,102.72707,2026-09-08,N,nominal,8.4,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.79307,102.22671,2026-09-08,N,nominal,4.35,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.87992,100.97804,2026-09-08,N,nominal,4.6,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.59967,101.77529,2026-09-08,N,nominal,3.04,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-1.45493,101.57761,2026-09-08,N,nominal,4.59,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.4574,101.5618,2026-09-08,N,nominal,5.55,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.45313,101.56119,2026-09-08,N,nominal,6.02,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-1.79025,103.00428,2026-09-08,N,nominal,7.67,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-0.92109,102.12222,2026-09-08,N,nominal,10.32,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-0.2195,101.20961,2026-09-08,N,nominal,17.42,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.89605,102.04968,2026-09-08,N,nominal,3.6,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
-0.38313,102.36206,2026-09-08,N,nominal,26.96,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
-0.2961,102.52731,2026-09-08,N,nominal,8.02,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.14285,102.31367,2026-09-08,N,nominal,18.05,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.14358,102.30901,2026-09-08,N,nominal,18.05,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.22375,101.21021,2026-09-08,N,nominal,17.42,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.18674,101.22479,2026-09-08,N,nominal,14.88,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.1991,100.7215,2026-09-08,N,nominal,9.59,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-0.01191,100.82661,2026-09-08,N,nominal,3.44,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.38242,102.36668,2026-09-08,N,nominal,26.96,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
0.67009,103.44027,2026-09-08,N,nominal,14.54,D,viirs,Riau Islands,Rendah,Sumatra,2026-09-08 07:14:00
0.67423,103.43378,2026-09-08,N,nominal,25.27,D,viirs,Riau Islands,Sedang,Sumatra,2026-09-08 07:14:00
0.67925,103.43304,2026-09-08,N,nominal,25.27,D,viirs,Riau Islands,Sedang,Sumatra,2026-09-08 07:14:00
0.86797,104.44325,2026-09-08,N,high,5.51,D,viirs,Riau Islands,Rendah,Sumatra,2026-09-08 07:14:00
0.56686,101.918,2026-09-08,N,nominal,9.84,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
0.56617,101.91352,2026-09-08,N,nominal,9.84,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
0.58483,101.30853,2026-09-08,N,nominal,4.45,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
0.93683,101.5575,2026-09-08,N,nominal,6.21,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-1.87211,103.21834,2026-09-08,N,nominal,5.21,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
0.67511,103.43954,2026-09-08,N,nominal,25.27,D,viirs,Riau Islands,Sedang,Sumatra,2026-09-08 07:14:00
-0.78896,102.90231,2026-09-08,N,nominal,17.69,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.38771,102.36275,2026-09-08,N,nominal,26.96,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
-0.38728,102.36478,2026-09-08,N,high,18.64,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.88428,102.06631,2026-09-08,N,nominal,3.51,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.88118,102.05721,2026-09-08,N,nominal,5.01,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.88277,102.02631,2026-09-08,N,nominal,3.5,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.84269,102.13881,2026-09-08,N,nominal,3.51,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.9143,101.67455,2026-09-08,N,nominal,25.29,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
-0.8963,101.67622,2026-09-08,N,high,16.65,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.86549,101.32214,2026-09-08,N,nominal,1.91,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-0.5729,102.66663,2026-09-08,N,nominal,29.2,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
-0.7214,100.23104,2026-09-08,N,nominal,5.56,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-0.78409,101.34332,2026-09-08,N,nominal,7.51,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-0.57007,102.66806,2026-09-08,N,nominal,10.06,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.56521,102.54456,2026-09-08,N,nominal,15.08,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.74651,101.2537,2026-09-08,N,nominal,3.11,D,viirs,West Sumatra,Rendah,Sumatra,2026-09-08 07:14:00
-0.65935,101.50391,2026-09-08,N,nominal,1.67,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-0.40553,102.6991,2026-09-08,N,nominal,41.0,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
-0.40629,102.69421,2026-09-08,N,nominal,41.0,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
-0.40085,102.69836,2026-09-08,N,nominal,41.0,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
-0.40161,102.69349,2026-09-08,N,nominal,41.0,D,viirs,Riau,Sedang,Sumatra,2026-09-08 07:14:00
-0.57474,102.66878,2026-09-08,N,nominal,10.06,D,viirs,Riau,Rendah,Sumatra,2026-09-08 07:14:00
-1.88489,103.19968,2026-09-08,N,nominal,9.09,D,viirs,Jambi,Rendah,Sumatra,2026-09-08 07:14:00
