acq_datetime;acq_date;latitude;longitude;frp;frp_band;provinsi;provinsi_id;sensor;satellite;confidence;daynight
2026-08-19 01:00:00;2026-08-19;2,6245;117,4499;7,03;Rendah;North Kalimantan;Kalimantan Utara;modis;T;63;D
2026-08-19 01:00:00;2026-08-19;2,535;117,431;12,49;Rendah;East Kalimantan;Kalimantan Timur;modis;T;74;D
2026-08-19 01:00:00;2026-08-19;2,5364;117,4216;13,56;Rendah;East Kalimantan;Kalimantan Timur;modis;T;75;D
2026-08-19 01:02:00;2026-08-19;1,9472;117,287;7,34;Rendah;East Kalimantan;Kalimantan Timur;modis;T;71;D
2026-08-19 01:02:00;2026-08-19;1,9617;117,2506;6,04;Rendah;East Kalimantan;Kalimantan Timur;modis;T;67;D
2026-08-19 01:02:00;2026-08-19;1,9671;117,213;5,9;Rendah;East Kalimantan;Kalimantan Timur;modis;T;65;D
2026-08-19 01:02:00;2026-08-19;2,1531;117,1371;11,49;Rendah;East Kalimantan;Kalimantan Timur;modis;T;74;D
2026-08-19 01:02:00;2026-08-19;2,2215;116,9831;9,08;Rendah;East Kalimantan;Kalimantan Timur;modis;T;71;D
2026-08-19 01:02:00;2026-08-19;2,2442;117,8572;6,55;Rendah;East Kalimantan;Kalimantan Timur;modis;T;59;D
2026-08-19 01:02:00;2026-08-19;2,2762;117,8777;25,6;Sedang;East Kalimantan;Kalimantan Timur;modis;T;84;D
2026-08-19 01:02:00;2026-08-19;0,7438;112,0234;9,51;Rendah;West Kalimantan;Kalimantan Barat;modis;T;57;D
2026-08-19 01:02:00;2026-08-19;2,2777;117,8677;7,25;Rendah;East Kalimantan;Kalimantan Timur;modis;T;67;D
2026-08-19 01:02:00;2026-08-19;2,2783;117,929;5,94;Rendah;East Kalimantan;Kalimantan Timur;modis;T;34;D
2026-08-19 01:02:00;2026-08-19;2,3959;117,9519;29,27;Sedang;East Kalimantan;Kalimantan Timur;modis;T;85;D
2026-08-19 01:02:00;2026-08-19;-1,7398;110,1696;126,7;Tinggi;West Kalimantan;Kalimantan Barat;modis;T;91;D
2026-08-19 01:02:00;2026-08-19;-0,146;115,7318;7,83;Rendah;East Kalimantan;Kalimantan Timur;modis;T;69;D
2026-08-19 01:02:00;2026-08-19;2,2456;117,8472;7,18;Rendah;East Kalimantan;Kalimantan Timur;modis;T;61;D
2026-08-19 01:02:00;2026-08-19;-0,1447;115,723;17,54;Rendah;East Kalimantan;Kalimantan Timur;modis;T;81;D
2026-08-19 01:02:00;2026-08-19;-0,4338;116,3926;21,75;Sedang;East Kalimantan;Kalimantan Timur;modis;T;84;D
2026-08-19 01:02:00;2026-08-19;-0,9081;110,4674;17,5;Rendah;West Kalimantan;Kalimantan Barat;modis;T;53;D
2026-08-19 01:02:00;2026-08-19;-0,4415;116,3822;18,58;Rendah;East Kalimantan;Kalimantan Timur;modis;T;55;D
2026-08-19 01:02:00;2026-08-19;-0,4428;116,3914;20,54;Sedang;East Kalimantan;Kalimantan Timur;modis;T;84;D
2026-08-19 01:02:00;2026-08-19;-0,4873;112,187;5,74;Rendah;West Kalimantan;Kalimantan Barat;modis;T;56;D
2026-08-19 01:02:00;2026-08-19;-0,4849;112,0289;13,98;Rendah;West Kalimantan;Kalimantan Barat;modis;T;73;D
2026-08-19 01:02:00;2026-08-19;-0,4865;112,0402;24,53;Sedang;West Kalimantan;Kalimantan Barat;modis;T;81;D
2026-08-19 01:02:00;2026-08-19;-1,2156;114,9494;9,51;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;73;D
2026-08-19 01:02:00;2026-08-19;-1,3268;114,2493;14,34;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;77;D
2026-08-19 01:02:00;2026-08-19;-1,3281;114,2581;89,84;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;100;D
2026-08-19 01:02:00;2026-08-19;-1,3294;114,267;12,91;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;75;D
2026-08-19 01:02:00;2026-08-19;-1,3204;114,1413;16,86;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;72;D
2026-08-19 01:02:00;2026-08-19;-1,3737;114,3241;4,45;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;43;D
2026-08-19 01:02:00;2026-08-19;-1,3749;114,2698;5,19;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;49;D
2026-08-19 01:02:00;2026-08-19;-1,3872;114,2796;4,2;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;48;D
2026-08-19 01:02:00;2026-08-19;2,1192;117,1799;7,09;Rendah;East Kalimantan;Kalimantan Timur;modis;T;67;D
2026-08-19 01:02:00;2026-08-19;-1,6068;114,7902;4,32;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;35;D
2026-08-19 01:02:00;2026-08-19;-2,1841;113,7948;6,85;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;55;D
2026-08-19 01:02:00;2026-08-19;-2,2606;114,3279;23,22;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;61;D
2026-08-19 01:02:00;2026-08-19;-2,0859;113,4339;9,63;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;71;D
2026-08-19 01:02:00;2026-08-19;-2,2518;114,3291;17,73;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;65;D
2026-08-19 01:02:00;2026-08-19;-2,1816;113,841;6,43;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;64;D
2026-08-19 01:02:00;2026-08-19;-2,1778;113,814;6,53;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;59;D
2026-08-19 01:02:00;2026-08-19;-2,243;114,3304;34,26;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;89;D
2026-08-19 01:02:00;2026-08-19;-2,1455;113,852;15,39;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;65;D
2026-08-19 01:02:00;2026-08-19;-1,8901;115,8646;21,28;Sedang;East Kalimantan;Kalimantan Timur;modis;T;84;D
2026-08-19 01:02:00;2026-08-19;-2,0916;114,2469;25,55;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;85;D
2026-08-19 01:02:00;2026-08-19;-2,0827;114,2481;20,97;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;83;D
2026-08-19 01:02:00;2026-08-19;-1,899;115,8634;14,89;Rendah;East Kalimantan;Kalimantan Timur;modis;T;79;D
2026-08-19 01:02:00;2026-08-19;-1,676;115,0063;24,37;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;85;D
2026-08-19 01:02:00;2026-08-19;-1,7098;115,1804;6;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;64;D
2026-08-19 01:02:00;2026-08-19;-1,7085;115,1716;4,62;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;59;D
2026-08-19 01:02:00;2026-08-19;-1,6747;114,9975;12,42;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;75;D
2026-08-19 01:02:00;2026-08-19;-1,3885;114,2885;4,04;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;47;D
2026-08-19 01:02:00;2026-08-19;-2,376;115,1978;6,91;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;66;D
2026-08-19 01:02:00;2026-08-19;-1,6469;110,085;11,32;Rendah;West Kalimantan;Kalimantan Barat;modis;T;33;D
2026-08-19 01:02:00;2026-08-19;-2,23;113,7977;67,24;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;97;D
2026-08-19 01:02:00;2026-08-19;-2,2405;113,7989;49,7;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;94;D
2026-08-19 01:02:00;2026-08-19;-1,598;114,7914;8,78;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;69;D
2026-08-19 01:02:00;2026-08-19;-2,2392;113,7899;11,04;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;35;D
2026-08-19 01:02:00;2026-08-19;-2,2593;114,0033;5,72;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;51;D
2026-08-19 01:02:00;2026-08-19;-2,2581;113,9944;5,47;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;53;D
2026-08-19 01:02:00;2026-08-19;-2,2403;113,8694;6,34;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;39;D
2026-08-19 01:02:00;2026-08-19;-2,2224;113,8079;15,34;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;37;D
2026-08-19 01:02:00;2026-08-19;-2,1828;113,7859;19,23;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;81;D
2026-08-19 01:02:00;2026-08-19;-2,2186;113,845;19,12;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;79;D
2026-08-19 01:02:00;2026-08-19;-1,7097;110,2836;19,21;Rendah;West Kalimantan;Kalimantan Barat;modis;T;69;D
2026-08-19 01:02:00;2026-08-19;-1,7007;110,2993;15,52;Rendah;West Kalimantan;Kalimantan Barat;modis;T;36;D
2026-08-19 01:02:00;2026-08-19;-2,2695;114,3267;9,72;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;44;D
2026-08-19 01:02:00;2026-08-19;-2,2313;113,8066;21,88;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;47;D
2026-08-19 01:02:00;2026-08-19;-2,2816;114,021;6,78;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;49;D
2026-08-19 01:02:00;2026-08-19;-1,5967;114,7827;4,2;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;50;D
2026-08-19 01:02:00;2026-08-19;-2,3463;114,0935;7,39;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;26;D
2026-08-19 01:02:00;2026-08-19;-2,4883;113,2809;37,86;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;78;D
2026-08-19 01:02:00;2026-08-19;-2,5364;115,0286;14,16;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;77;D
2026-08-19 01:02:00;2026-08-19;-2,5657;114,5891;4,87;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;62;D
2026-08-19 01:02:00;2026-08-19;-1,9887;110,536;6,59;Rendah;West Kalimantan;Kalimantan Barat;modis;T;47;D
2026-08-19 01:02:00;2026-08-19;-2,7581;115,4818;7,22;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;64;D
2026-08-19 01:02:00;2026-08-19;-2,0533;110,4235;13,93;Rendah;West Kalimantan;Kalimantan Barat;modis;T;66;D
2026-08-19 01:02:00;2026-08-19;-2,4212;112,9447;6,68;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;52;D
2026-08-19 01:02:00;2026-08-19;-2,4226;112,9542;12,37;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;74;D
2026-08-19 01:02:00;2026-08-19;-2,4689;113,2741;39,17;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;90;D
2026-08-19 01:02:00;2026-08-19;-2,4702;113,2834;57,11;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;89;D
2026-08-19 01:02:00;2026-08-19;-2,4716;113,2926;11,98;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;57;D
2026-08-19 01:02:00;2026-08-19;-2,4304;112,9434;11,02;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;73;D
2026-08-19 01:02:00;2026-08-19;-2,4779;113,2728;89,78;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;100;D
2026-08-19 01:02:00;2026-08-19;-2,9438;115,2353;7,03;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;48;D
2026-08-19 01:02:00;2026-08-19;-2,7014;113,3516;7,91;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;65;D
2026-08-19 01:02:00;2026-08-19;-2,0404;110,182;17,07;Rendah;West Kalimantan;Kalimantan Barat;modis;T;52;D
2026-08-19 01:02:00;2026-08-19;-2,4695;112,8891;9,97;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;68;D
2026-08-19 01:02:00;2026-08-19;-2,926;115,2378;7,16;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;49;D
2026-08-19 01:02:00;2026-08-19;-2,8921;115,0623;4,78;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;60;D
2026-08-19 01:02:00;2026-08-19;-2,5888;112,9573;18,51;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;42;D
2026-08-19 01:02:00;2026-08-19;-2,5065;112,8969;26,26;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;85;D
2026-08-19 01:02:00;2026-08-19;-2,5533;113,2842;16,5;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;57;D
2026-08-19 01:02:00;2026-08-19;-2,5014;112,9269;12,58;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;76;D
2026-08-19 01:02:00;2026-08-19;-2,5;112,9173;14,8;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;78;D
2026-08-19 01:02:00;2026-08-19;-2,4973;112,8982;28,36;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;86;D
2026-08-19 01:02:00;2026-08-19;-2,4775;112,8912;14,25;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;77;D
2026-08-19 01:02:00;2026-08-19;-2,4804;112,9656;8;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;68;D
2026-08-19 01:02:00;2026-08-19;-2,479;112,9561;35,55;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;88;D
2026-08-19 01:02:00;2026-08-19;-2,4777;112,9466;6,12;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;64;D
2026-08-19 01:02:00;2026-08-19;-2,8834;112,8875;55,3;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;94;D
2026-08-19 01:02:00;2026-08-19;-2,0646;110,1932;13,85;Rendah;West Kalimantan;Kalimantan Barat;modis;T;38;D
2026-08-19 01:02:00;2026-08-19;-3,0483;115,514;4,92;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;47;D
2026-08-19 01:02:00;2026-08-19;-2,4793;113,2821;116,21;Tinggi;Central Kalimantan;Kalimantan Tengah;modis;T;87;D
2026-08-19 01:02:00;2026-08-19;-3,8298;114,6645;9,45;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;44;D
2026-08-19 01:02:00;2026-08-19;-2,7086;112,3171;13,89;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;60;D
2026-08-19 01:02:00;2026-08-19;-3,0939;115,1211;25,32;Sedang;South Kalimantan;Kalimantan Selatan;modis;T;87;D
2026-08-19 01:02:00;2026-08-19;-3,0927;115,1122;25,23;Sedang;South Kalimantan;Kalimantan Selatan;modis;T;87;D
2026-08-19 01:02:00;2026-08-19;-3,0851;115,1223;35,36;Sedang;South Kalimantan;Kalimantan Selatan;modis;T;90;D
2026-08-19 01:02:00;2026-08-19;-3,0838;115,1135;12,57;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;76;D
2026-08-19 01:02:00;2026-08-19;-3,0762;115,1235;9,3;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;54;D
2026-08-19 01:02:00;2026-08-19;-2,6183;111,5566;6,57;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;57;D
2026-08-19 01:02:00;2026-08-19;-2,6327;112,2296;19,26;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;78;D
2026-08-19 01:02:00;2026-08-19;-3,0333;115,1534;8,13;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;69;D
2026-08-19 01:02:00;2026-08-19;-2,3605;110,4855;40,6;Sedang;West Kalimantan;Kalimantan Barat;modis;T;80;D
2026-08-19 01:02:00;2026-08-19;-3,0257;115,1635;5,84;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;41;D
2026-08-19 01:02:00;2026-08-19;-2,6947;112,8581;6,8;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;57;D
2026-08-19 01:02:00;2026-08-19;-3,0495;115,523;7,18;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;60;D
2026-08-19 01:02:00;2026-08-19;-2,3476;114,1024;8,19;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;59;D
2026-08-19 01:02:00;2026-08-19;-3,0346;115,1623;5,21;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;44;D
2026-08-19 01:02:00;2026-08-19;-2,8926;112,8862;21,88;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;55;D
2026-08-19 01:02:00;2026-08-19;-2,8637;112,8805;55,72;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;94;D
2026-08-19 01:02:00;2026-08-19;-2,8402;110,4679;35,02;Sedang;West Kalimantan;Kalimantan Barat;modis;T;83;D
2026-08-19 01:02:00;2026-08-19;-2,7485;111,6118;12,04;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;49;D
2026-08-19 01:02:00;2026-08-19;-3,1653;114,0142;24,3;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;84;D
2026-08-19 01:02:00;2026-08-19;-2,9516;112,2847;6,48;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;47;D
2026-08-19 01:02:00;2026-08-19;-2,7707;110,9899;9,28;Rendah;West Kalimantan;Kalimantan Barat;modis;T;59;D
2026-08-19 01:02:00;2026-08-19;-3,2256;113,9814;13,11;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;51;D
2026-08-19 01:02:00;2026-08-19;-3,2332;113,9713;31,57;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;88;D
2026-08-19 01:02:00;2026-08-19;-3,2345;113,9802;23,6;Sedang;Central Kalimantan;Kalimantan Tengah;modis;T;75;D
2026-08-19 01:02:00;2026-08-19;-2,8364;110,4413;85,15;Sedang;West Kalimantan;Kalimantan Barat;modis;T;93;D
2026-08-19 01:02:00;2026-08-19;-2,8383;110,4546;341,06;Tinggi;West Kalimantan;Kalimantan Barat;modis;T;100;D
2026-08-19 01:02:00;2026-08-19;-2,2637;110,131;12,17;Rendah;West Kalimantan;Kalimantan Barat;modis;T;46;D
2026-08-19 01:02:00;2026-08-19;-2,9677;110,8615;13,64;Rendah;Central Kalimantan;Kalimantan Tengah;modis;T;67;D
2026-08-19 01:02:00;2026-08-19;-3,8272;114,647;12,79;Rendah;South Kalimantan;Kalimantan Selatan;modis;T;72;D
2026-08-19 01:02:00;2026-08-19;-3,8285;114,6557;51,6;Sedang;South Kalimantan;Kalimantan Selatan;modis;T;94;D
2026-08-19 05:08:00;2026-08-19;-2,2358;113,8573;3,53;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2709;113,8193;9,02;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,1425;113,844;6,89;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,0675;115,1881;4,97;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,1353;113,843;6,89;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,0609;115,1871;4,97;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2453;113,7942;11,55;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,232;113,7851;12,72;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,237;113,8004;13,76;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2381;113,7932;13,76;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2392;113,7861;12,72;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2298;113,7994;13,76;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2309;113,7923;13,76;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2342;113,7879;11,95;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2254;113,8774;3,38;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,2322;113,8021;12,15;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-1,1258;113,6946;17,02;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;-2,2414;113,7888;11,95;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,1394;113,815;32,69;Sedang;Central Kalimantan;Kalimantan Tengah;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;-2,1384;113,822;32,58;Sedang;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-0,9439;113,9845;41,78;Sedang;Central Kalimantan;Kalimantan Tengah;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;-1,3082;114,1356;7,1;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-1,1099;113,7691;9,13;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-1,1286;113,6937;9,88;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-1,2097;113,6416;11,59;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-1,2169;113,6428;5,2;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-1,2126;113,6439;10,21;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-0,8295;116,9215;4,02;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-0,8282;116,9214;2,79;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-0,8737;116,9747;6,21;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-2,1439;113,8207;22,04;Sedang;Central Kalimantan;Kalimantan Tengah;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;-2,2332;113,7951;11,95;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;-1,8504;116,349;5,75;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,9407;117,2616;3,78;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-3,9379;114,6843;6,83;Rendah;South Kalimantan;Kalimantan Selatan;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;-1,3152;114,1367;7,1;Rendah;Central Kalimantan;Kalimantan Tengah;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,9512;117,292;6,68;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;low;D
2026-08-19 05:08:00;2026-08-19;1,9506;117,2885;8,27;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,9567;117,2911;2,71;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,9576;117,2621;16,29;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;1,9621;117,2902;2,71;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;low;D
2026-08-19 05:08:00;2026-08-19;1,9593;117,2726;3,21;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,7587;117,9229;2,25;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;low;D
2026-08-19 05:08:00;2026-08-19;1,7249;117,8792;3,96;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,5648;118,0507;4,74;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,7288;117,937;2,47;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,5609;118,0259;3,02;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,3541;116,7177;6,12;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,3535;116,7139;4,4;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,5729;118,0684;2,28;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,4569;117,2604;6,84;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;1,4575;117,264;6,84;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;0,9322;117,1868;2,45;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,5485;117,0295;7,77;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;1,5343;117,0479;6,2;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,5596;117,3042;5,84;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,5365;117,048;4,72;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,5594;117,3018;2,96;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;0,845;117,0557;7,52;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;1,56;117,3053;2,96;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,4563;117,2559;5,95;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,4574;117,2631;7,39;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,4569;117,2595;7,39;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;high;D
2026-08-19 05:08:00;2026-08-19;1,3552;116,7136;3,15;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,5817;118,0844;3,59;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,4563;117,2567;7,84;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
2026-08-19 05:08:00;2026-08-19;1,4734;117,2569;2,15;Rendah;East Kalimantan;Kalimantan Timur;viirs;N;nominal;D
